,text,company,sentiment
1123,.@mention team android at #sxsw party details {link} &lt;---note video of @mention showing how close rainey st is to acc,google,0
1124,there's a temporary sxsw apple store in austin. true. let it sink in. #corporate #hipster #sxsw,apple,0
1125,"just read that #apple will be at #sxsw selling ipad 2 on release day. good lord, the vortex of smugness that day may be unbearable.",apple,0
1126,need: app that alerts me of more #ipads in palo alto.  i'm convinced that #apple shipped the majority of them to the pop-up store at #sxsw,apple,0
1127,for those that can't wait. 6th and congress get ur ipad 2. rt @mention apple opening pop-up store in austin for #sxsw tcrn.ch/eb5fjs,apple,0
1128,is it bad that i just want to go home and read my google reader feed? #geek #sxsw,google,1
1129,"actually, that's 150m of google maps on mobile ûò not including desktop #sxsw",google,0
1130,hahahahah that's funny rt @mention never seen so many heads turn at one point. someone from #apple asks a question to reid hoffman #sxsw,apple,0
1131,anyone at the @mention @mention show have an iphone charger? need to tweet jokes about beards/text ppl to make them jealous. #sxsw,apple,0
1132,attending the @mention party at #sxsw with some very interested people!!!! #wiiings,neither,0
1133,check out the @mention route {link} ; rsvp here -&gt; https://www.facebook.com/event.php?eid=141164002609303 #sxswi #sxsw,neither,0
1134,following the @mention #leanux panel from #sxsw on realtime on google docs {link} thanks to @mention,google,0
1135,pre-order the @mention 'humorous to bees' lp on @mention catch them this month @mention {link} #sxsw,neither,0
1136,pre-order the @mention 'humorous to bees' lp on @mention catch them this month @mention &amp; @mention {link} #sxsw,neither,0
1137,unveiling the @mention pop-up store #sxsw {link},neither,0
1138,for being the &quot;interactive&quot; portion of #sxsw people sure aren't interacting much #iphone #istoned #tweetaholic #tech #tweetanonymous #addict,apple,0
1139,pics from the #apple #ipad2 line at #sxsw #fb  {link} {link} http://t.co/26svo3m,apple,0
1140,check out the #dokobots game from @mention for iphone and android.  seems pretty cool. #geogames #sxsw #tmsxsw,apple,1
1141,holy crap the #sxsw 2011 showcase torrents are up already &lt;3 {link},neither,0
1142,ûï@mention the 10 most dangerous iphone apps. {link}  @mention,apple,0
1143,ûï@mention the 10 most dangerous iphone apps. #sxsw {link},apple,0
1144,word from the austin apple pop up store setup crew is 5pm tom open. ill be there #sxsw,apple,0
1145,view from the back of the line to get into league of extraordinary hackers #google event #sxsw {link},google,0
1146,hopefully the best thing that comes from #sxsw isn't the fact people flew to austin to pick up an ipad.,apple,1
1147,so what's the best #sxsw mobile app (android!) app to make the panel and party agenda. offline use get a +,google,0
1148,following the bing/google seo session #qagb at #sxsw and my buddy @mention #seo,google,0
1149,following the buzz? (hee hee) - google drip feeding information about facebook rival: #circles #sxsw,google,0
1150,phrase of the day iphone ready android coming #sxsw,both,0
1151,"goals for the day:  knock out government talks, install android sdk,  &amp; pray that the #sencha/#phonegap workshop does #android too #sxsw",google,0
1152,first day the exhibit hall is open at #sxsw! stop by the #emc booth to enter to win an ipad 2! @mention @mention,apple,1
1153,check out the free @mention sampler on itunes! {link} #sxsw,apple,0
1154,check out the free sxsw sampler on itunes! {link} #sxsw,apple,1
1155,audioboo: the front of the apple ipad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #austin #texas,apple,0
1156,following the google/bing qa session at #sxsw.  great insights for webmasters #qagb,google,1
1157,"oh, 'ware the ides of march.  location: {link}  #sxsw",neither,0
1158,.@mention the ipad dj is setting up at @mention #sxsw,apple,0
1159,ûï@mention the ipad 2 takes over #sxsw [video]: {link} via mashableû,apple,0
1160,sxsw ppl: the ipad 3 will be released before you're home and have unpacked. #sxsw,apple,0
1161,unloading the ipads  {link} #sxsw #apple #ipad2,apple,0
1162,it's like the ipoo app for iphone!  @mention ha! rt @mention 4chan is the internet's bathroom wall. #sxswmoot #sxsw,apple,1
1163,z27: i am the law {link} [codes valid: 4:00-7:59:59p 03/13/11] #infektd #sxsw #zlf,neither,0
1164,walked by the mobile apple store in austin.  line was insane. #sxsw,apple,0
1165,picked up the mophie juice boost pack for iphone today. this chick -and weekend- calls for ample juice #sxsw,apple,0
1166,pdanet is the most awesome app yet for the android! #sxsw @mention likes!,google,1
1167,check out the new @mention app {link} - this is gonna be huge next week at #sxsw and beyond.,apple,1
1168,"check out the new app for android launched at #sxsw, play by aol music, essentially instagram for music. {link}",google,0
1169,ûï@mention the new whrrl app is now live in the iphone app store and android marketplace. get it while it's hot! (just in time for #sxsw!)û,apple,1
1170,just used the ol' ipad to help some brits find their hotel in austin. #gooddeed #sxsw #winning,apple,1
1171,i must be the only one at #sxsw without an ipad2. someone needs to make a case that makes my original ipad look like a new 2nd gen.,apple,1
1172,no longer the only one eating alone at a table for one with my iphone and facebook... it's the new normal #sxsw,apple,0
1173,"will i be the only one at #sxsw with a blackberry, a dell &amp; no ipad? feeling like a dork @mention a geek conference. does that make sense? :(",apple,0
1174,have both the phones in the @mention demo been the google phones? or are we going to see an iphone? #sxsw,both,0
1175,unveiling the pop-up apple store in the scarborough building! #sxsw  {link},apple,1
1176,of course the seo q&amp;a w/ google and bing panel is packed..yet they put it in a tiny room. #sxsw,google,0
1177,ipad 2 is the star gadget of sxsw: {link} #sxsw,apple,1
1178,"so i went the whole day w/out my laptop &amp; just used my ipad 1. things i missed: ftp, cloudapp, fast typing, &amp; skype. #ipad #sxsw",apple,0
1179,exploring the world in 3d with xml combines google earth w/ location of individuals to show where you've been over time. so cool! #sxsw,google,1
1180,"last year there was not a single ipad in public at #sxsw. today, they're more common than laptops, and i haven't seen any android tablets.",apple,1
1181,you think there would be a #sxsw app for blackberry. just when i gave iphone the finger! guess i'll have to carry around an ipad. lame,apple,0
1182,".@mention there's an expectation of engagement on the ipad that is both visual and social, of delving into the experience #sxsw #sxfl",apple,1
1183,"of course they are, ha rt @mention @mention apple opening temporary store in austin for #sxsw &amp; ipad 2 launch {link}",apple,0
1184,"i bet you they sell out of their 100,000 new ipads in less than 3 days #sxsw #ipad (@mention apple store, sxsw w/ 70 others) {link}",apple,0
1185,it's like they took the geeky 1% of every apple store line in the country and planted them all at #sxsw,apple,0
1186,"wow, this thing is insanely thin &amp; light. hold out for the ipad 2. seriously. #sxsw #mosaicxm  {link}",apple,1
1187,among the things i am missing at #sxsw: the google-aclu 80's dance party.,google,1
1188,"the top 7 things i've loved about #sxsw so far- {link}  #outbrain, #ipad, #groupme,",apple,1
1189,i like to think apple decided to sell their new ipad at #sxsw based on my suggestion - {link} everyone... you are welcome.,apple,1
1190,"if anyone thinks i'm going to be walking around at #sxsw with an old and inferior ipad 1 once the ipad 2 is released, well, they are wrong!",apple,1
1191,people in this apple store do not...smell great. #sxsw #hereforwork #nottheipad2,apple,0
1192,"check out this new #android app #bizzy, we're using it to check out #sxsw {link}",google,1
1193,people in this session are taking photos with their ipad 2s up in the air... #doingitwrong #sxsw,apple,0
1194,check out this video to get a glimpse at what the action was like - the ipad 2 ...  #ipad #sxsw #gadgets {link},apple,0
1195,check out this video to get a glimpse at what the action was like -the ipad 2...#ipad #sxsw #gadgets {link} could not resist.,apple,1
1196,"in austin this wk&amp; need your #iphone or #ipad fixed,find the guy w/the sign on the hilton cnr near conventionctr #sxsw {link}",apple,0
1197,"we missed this, @mention check out google doodles: burning man to pac-man and beyond. 
{link} #sxsw",google,0
1198,"i believe this, too. they're good. rt @mention my life would be so much better with an ipad. #brainwashed #lines #sxsw",apple,1
1199,how about this: will be late rt @mention google circles will be ______    #sxsw,google,0
1200,listen to this!! the brocast: episode #2 {link} #ios #apple #iphone #sxsw #music @mention @mention @mention,apple,0
1201,"some dude thought my buddy  figured out how to put keyboard on ipad.  told him it was a netbook,: guy unconvinced.  obviously wasted. #sxsw",apple,0
1202,there are thousands of ipad 2's floating around austin at #sxsw and i have not seen even one single android tablet.  not even one. zero.,google,1
1203,i spotted three ipad 2's in just the first 10 minutes here. lots of ipad 1s. you'd think you were at macworld. #sxsw,apple,0
1204,".@mention three types of people at work: the ghost, the bad apple and the kid. #gamestorming #sxsw",apple,0
1205,excellent tip from @mention going to #sxsw? the new iphone guide to #austin by @mention is free march 9-15. hard to beat free. #lp,apple,1
1206,#sxsw pro tip: remove access to corporate twitter account from iphone by 4pm each day.,apple,0
1207,head over to  {link} by 1pm cst today to win vip access to my acoustic solo set at #sxsw tonight with #nokiaconnects,neither,0
1208,listening to @mention discuss new interaction paradigms in designing for the ipad #uxdes #sxsw,apple,0
1209,listening to @mention talk about ipad design #sxsw,apple,0
1210,thank you to @mention for letting me test drive a car to the apple store. now lets hope that they can fix my phone!! #sxsw,apple,0
1211,"on my way to &quot;ipad design headaches.&quot; not sure it's bloggable, but i'm sure it will be interesting! #sxsw {link}",apple,1
1212,"not going to #sxsw ? doesnt matter, its not the only place giving away #apple products :) {link}",apple,0
1213,on my way to #sxsw has anyone seen any lines in the sxsw apple store? (still a bit early),apple,0
1214,traveling to #sxsw with your ipad 1 is so 3/10/2011,apple,0
1215,on my way to #sxsw. but i forgot my ipad! %^*%#!! (@mention cleveland hopkins airport w/ 2 others) {link},apple,1
1216,"listening to a furby choir o.o #superhappydevhouse, #sxsw, #google",google,0
1217,"so talked to a googler &amp; she said no, &quot;no new products at #sxsw&quot; but did point me at google social search {link}",google,0
1218,my metric to determine the engagement of a #sxsw session? ipad battery drained. using 9 % in session no. 1,apple,0
1219,"who wants to do a song,lets work. 
google me mr 285 #sxsw",google,0
1220,listening to folks around the world making iphone music with smule's ocarina @mention played zelda theme #sxsw-i,apple,0
1221,"according to google's marissa mayer, future of location: augmented reality, contextual discovery, making smartphones smarter. #sxsw #fb",google,0
1222,listening to google q&amp;a. with what she is saying i see yelp and other services going to die... #sxsw so far interesting,google,1
1223,listening to google's marissa mayer discuss new products including google hotpot - watch out yelp!  #sxsw,google,1
1224,listening to google's nadya direkova on using game mechanics to create user engagement in social web apps. {link} #sxsw,google,0
1225,reactions to google circles news so far range from &quot;not again&quot; to &quot;please rescue me from the facebook.&quot;  #sxsw,google,0
1226,flipboard to launch iphone app later this year {link} via @mention #sxsw,apple,0
1227,"according to marissa mayer, 40% of google maps usage is mobile. #sxsw",google,0
1228,listening to marissa mayer's sales shpeal on google everything #hotwhat? #sxsw,google,0
1229,"listening to marissa meyer, head of google social get grilled about jc penney lol #sxsw",google,0
1230,"apple set to open 'popup shop' in austin for #sxsw. rim/hp r going to lease stores next door,put up ûïcoming soonû signs {link}",apple,0
1231,apple set to open 5000 sqft. pop up store on congress ave. during #sxsw {link},apple,0
1232,apple set to open a pop-up shop at the #sxsw interactive conference. {link} #apple #ipad2 #marketing #media,apple,0
1233,apple set to open popoup shop in austin at #sxsw {link},apple,0
1234,apple set to open popup shop in austin (6th &amp; con) for sxsw {link} via @mention #sxsw #sxswprsa #prsa,apple,0
1235,apple set to open popup shop in core of #sxsw action ûó {link} $aapl,apple,0
1236,apple set to open popup shop in core of #sxsw action {link},apple,0
1237,apple set to open popup shop in core of #sxsw action {link} (ipad2 on the ground.),apple,0
1238,apple set to open popup shop in core of #sxsw action {link} geeks need #ipad2 love!,apple,1
1239,apple set to open popup shop in core of #sxsw action for #ipad2 unveiling {link},apple,0
1240,apple set to open popup shop in core of sxsw action  - they're going to sell ipad2 at #sxsw! {link},apple,1
1241,apple set to open popup shop in core of sxsw action {link} #sxsw #app... {link} http://bit.ly/bvhd5s,apple,0
1242,apple set to open popup shop in core of sxsw action {link} #sxsw #apple,apple,0
1243,apple set to open popup shop in core of sxsw action {link} #sxsw #apple #ipad #retail,apple,1
1244,apple set to open popup shop in core of sxsw action {link} #sxsw #apple: apple set to open popup sh... {link},apple,0
1245,apple set to open popup shop in core of sxsw action {link} via @mention #sxsw,apple,0
1246,apple set to open popup shop in core of sxsw action to sell ipad2 {link} #ipad2 #sxsw,apple,0
1247,apple set to open popup shop in core of sxsw action. leases downtown space during festival {link} #sxsw #apple #austin,apple,0
1248,great way to prep! rt @mention download 20+ free tracks from #sxsw music sampler available on @mention  {link},neither,0
1249,expecting to see a flood of shiny new ipad2's today @mention line at apple store was around the block #sxsw,apple,1
1250,"so we get to see google fail at social on another day rt @mention okay, no google circles debuting at #sxsw today",google,0
1251,listening to some australian knob (celebrity journalist) shoot (and re-shoot and re-shoot) his iphone vid about meeting the celebs at #sxsw,apple,0
1252,"listening to some google marketers speak. based on the crowd and what they're all holding, steve jobs is wealthier than i thought. #sxsw",google,0
1253,google vp to speak. the topic: 10 quick steps to owning everything in the world. #sxsw {link},google,0
1254,it's easy to spot the ipad 2 here at #sxsw from a distance: the majority of them have white screen bezels.,apple,0
1255,on my way to the apple store to upgrade my pager. {link} #sxsw,apple,0
1256,listening to the developer of the netflix app for iphone talk about mistakes he made on the ap. interesting stuff! #sxsw,apple,0
1257,i41: slap to the face  {link} [codes valid: 8:00-11:59:59a 03/15/11] #infektd #sxsw #zomb,neither,0
1258,listening to the official #sxsw mixtape: {link},neither,0
1259,switching to the office ipad for this next session on flipboard: gamechanger or passing fad (@mention should like this one) #sxsw,apple,0
1260,switching to the office ipad for this next session on flipboard: gamechanger or passing fad? (@mention should like this one) #sxsw,apple,0
1261,come over to the tech cocktail event tonight to check out our mobile smackdown event! #sxsw #iphone #android #windowsphone,both,0
1262,"listening to twit live @mention #sxsw. also went to boxee keg party, google robots event, saw tim ferris speak, checked out ebay hackathon!",google,1
1263,i'm going to wait for the #ipad 4. you know its going to be better than the ipad 2. #sxsw,apple,1
1264,"available today, @mention mobile apps for #iphone #android #blackberry and #windowsmobile w/ facebook. more info: {link} #sxsw",both,0
1265,&quot;i'm too fond of my ipad.&quot; - @mention #sxswi #sxsw,apple,1
1266,social is too important for #google to screw up with a big launch circus {link} #socialmedia #sxsw,google,0
1267,social is too important for google to screw up with a big launch circus. #sxsw via @mention {link},google,0
1268,"check out touching stories: designing digital magazines for the ipad at sxsw.
{link} #sxsw",apple,0
1269,#futuremf trajan: google has destroyed the &lt;title&gt; tag - websites seo them. open graph protocol added a clean title tag instead #sxsw,google,0
1270,"if you're trying to contact friends or family in #japan, @mention has created a person finder: {link} #sxsw",neither,0
1271,some free tunes from a few of this year's #sxsw artists ûó {link},neither,0
1272,attending tv + new media = formula for success at #sxsw. seeing a lot of ipad 2's around here.,apple,1
1273,there are two apple stores in atx!! rt @mention the ipad 2 goes on sale next friday...the austin apple store is going to be busy! #sxswû,apple,1
1274,apple has two austin stores but until this week no downtown presence. that changes with an #sxsw popup store {link} #pcbuzz,apple,0
1275,apple has two austin stores but until this week no downtown presence. that changes with an #sxsw popup store {link} ~@mention,apple,1
1276,apple has two austin-area retail locations but in anticipation of all the gadget ...  #ipad #sxsw #gadgets {link},apple,0
1277,"please if u were able to [...] attend #sxsw or buy an ipad today, consider saving a few $$ for japan earthquake relief (via @mention",apple,0
1278,do i know u? why u selling to me! weve never talked. i now hate your product! rt @mention check out heyo 4 iphone #sxsw #sxswi,apple,0
1279,ûï@mention unloading at #apple store corner of 6th and congress in austin. temp store for #sxsw  {link} / dis awesome!,apple,1
1280,google to unveil new social platform circles that groups peeps by relevance #sxsw,google,0
1281,"if i show up at #sxsw with my 1st gen ipad, will they still let me in the door?",apple,0
1282,"apple pop up store for #sxsw, why not pop up genius bars - everywhere?",apple,1
1283,apple pop up store... line is ridic. #sxsw  {link},apple,0
1284,trying to update software (4.0) on iphone to download #sxsw app. but so far no luck - wonder if it's because phone is from mexico.,apple,0
1285,def could use an ipad for  #sxsw today. tweeting via iphone sorta pretty much sux.,apple,0
1286,brilliant use case! #sxsw &quot;@mention ...kik concierge service is great. get @mention for android or iphone and add the sxsw user &amp; ask away&quot;,both,1
1287,you won't use glasses? lies. lies. it's a phone on your face people. it's a handsfree connection. think apple. #sxsw #arsxsw,apple,0
1288,"i want to use this video in my #sxsw talk today, but need to be able to download it to my ipad. do you know how? {link}",apple,0
1289,.@mention used @mention 's @mention ipad app as an example of good navigation! #uxdes #sxsw {link},apple,1
1290,is anyone using google checkins thru latitude? #sxsw,google,0
1291,"argh, the ux meet up is at the exact same time as the iphone dev meetup. where is my clone? #sxsw",apple,0
1292,they have very little need for parents anymore [comment on child playing with ipad] ûó@mention #connectedbrands #sxsw,apple,1
1293,ûï@mention video interview with @mention &amp; @mention at #sxsw &quot;google deals&quot; {link},google,0
1294,took some video on ipad 2 on 6th street. the smart cover is rad. filming on the huge display is nuts. looks great on playback. #sxsw,apple,1
1295,"sweet tea vodka out of a glowstick cup doesn't scream &quot;google&quot; to me, but it is baller.  #sxsw",google,0
1296,my ipad 2 vs android panel starts at 330 at radisson. bloody mary starts now! #sxsw,both,0
1297,this waze vs google discussion is one of the best i have seen at #sxsw. we need more competitors going head to head here.,google,0
1298,dense una vuelta por #socialfuel #sxsw para ver la gran diferencia..rt @mention &quot;the revolution will be clumsily translated by google.&quot;,google,0
1299,"encounter w charming/intense @mention #thethankyoueconomy, w bright @mention #localmind. suffer @mention have fun @mention party #sxsw",neither,0
1300,the prob. w/ seeing @mention at a #sxsw interactive show is that these nerds are more concerned with their iphone videos than the actual show,apple,0
1301,.@mention was asked what her favorite non-google product was. she said her swiss watch. #sxsw,google,0
1302,wishing i was at #sxsw to see the rumored demo of @mention new social network 'circles' {link} (via @mention,google,1
1303,my iphone was stolen and i got it back !!!!!! #sxsw,apple,0
1304,"clearly i wasn't back on twitter during tiff i don't think (not on my iphone) this #sxsw is bigger than sundance even, #filmfestepic",apple,0
1305,new blog: watch this @mention #sxsw {link},neither,0
1306,÷¼ why are we better than #google? ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,google,0
1307,÷¼ why are we here? ÷_  {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,neither,0
1308,ûï@mention we interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesû,google,1
1309,ûï@mention we interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesû sounds interesting,google,1
1310,yesterday we listened to google's marissa mayer discuss mobile technologies and how over 40% of users use maps on their phones. #sxsw,google,0
1311,÷¼ why are we so fascinated byû_ {link} ? #edchat #musedchat #sxsw #sxswi #classical #newtwitter ÷_,neither,0
1312,how about we...chase sweet &amp; salty w/sweet tea vodka @mention the google party? #sxsw (@mention gsd&amp;m) [pic]: {link},google,0
1313,ûï@mention we'll be spotlighting all our new #mobile apps @mention #sxsw &amp; here's a peak at our ipad #jobsearch app (video) {link},apple,0
1314,at #sxsw? we're giving away an ipad 2 to the creator of the most popular disc during interactive. create a disc &amp; share on twitter!,apple,1
1315,ûï@mention we're not launching any products at #sxsw but we're doing plenty else. {link} / ok aun no,neither,0
1316,"sxsw this weekend and ipad 2 release. am i taking part in either? sadly, no. #sxsw #anybodywanttobuymeanipad2",apple,1
1317,"as far as welcome e-mails go, @mention is great, and makes it very easy to see how to use the service {link} #sxsw",neither,0
1318,@mention  welcome! enjoy #sxsw and ride anywhere in austin for $10 . dwnld the #groundlink app{link} booth 437,neither,0
1319,"if #apple weren't so cocky, perhaps a separate ipad2 store at #sxsw would have been a good idea. guess they don't need the extra marketing;)",apple,0
1320,ûï@mention what does an apple security guy after he locks up the store..... #sxsw - {link} lol,apple,0
1321,ûï@mention where is the apple store? #help_sxswû use the command and it will give you the answer #sxsw #rightnow,apple,0
1322,"i left my white iphone 4g in a cab in austin at #sxsw

internet, please help.",apple,0
1323,"companies who are embracing nfc today: google (nfc window decal &amp; nexus s), nokia (willinclude in all smartphones  in 2011) #sxsw #mcommerce",google,0
1324,"companies who are embracing nfc:  isis (verizon &amp; tmobile), verifone (include in all new payment systems)., apple (ios5) #sxsw #mcommerce",apple,0
1325,flipboard will launch iphone app before working on experiences for other tablets #sxsw,apple,0
1326,"brilliant win-win!  #austin, #sxsw and #ipad2:  {link}",apple,1
1327,we have a winner? :) rt: @mention this is awesome.... how i got an ipad 2 during #sxsw! {link} via @mention @mention,apple,1
1328,i sort of wish the pop-up apple store only sold actual apples. just as a joke. #sxsw,apple,0
1329,"impressed with @mention from #google. articulate, relevant &amp; fun. #sxsw @mention austin convention center {link}",google,1
1330,a new app with a resourceful way to get connected: {link} #hashable #sxsw #iphone #droid,apple,1
1331,"#sxsw-ers with an android jones: what are you doing saturday, 1:30-2:30pm? how about attending an android developer meetup? details to come.",google,0
1332,what's up with google circles? #sxsw,google,0
1333,interview with mike mccue - co-founder of flipboard! - ipad users tune in now - {link} #smc #sxsw,apple,0
1334,interview with mike mccue - co-founder of flipboard! - ipad users tune in now - {link} #smc #sxsw #fb,apple,0
1335,disgusted with my iphone's battery life. already down to 11% at 3:30 pm while my blackberry is going strong. #sxsw,apple,0
1336,what's up with this &quot;pop-up apple store&quot; coming to 6th street and south congress for #sxsw #atx,apple,0
1337,wow. just witnessed a homeless guy giving detailed ipad 2 inventory info to a passerby at the austin popup store. #sxsw,apple,1
1338,"ouch! who won google v bing? @mention with all the respect, the bing guy was invited just because they had to fill the third chair?#sxsw",google,1
1339,".@mention would like a data dashboard of what the govt knows about him (like credit score, google data dashboard)  #sxsw",google,0
1340,"cool! and yes, happy b-day @mention ;-) rt @mention new post: business cards are dead #sxsw {link}",neither,0
1341,ûï@mention yes! gowalla wins best andoid app at the team android choice awards. thanks all! #sxswû,google,1
1342,sxsw ppl: you are our last hope of finding the monkey fucker who created the ipad bot that stalks me on twitter everytime i type ipad #sxsw,apple,0
1343,"&quot;are you bringing flipboard to android? no, but we are bringing it to iphone. we're still rounding over the corners for ios&quot; #cmsxsw #sxsw",both,0
1344,make sure you bring your business card to the #nonprofit meetup at #sxsw. it's your ticket into our drawing for a $100 apple gift card.,apple,0
1345,"make sure you see @mention &amp; i at gaslamp strip tonight.  unless you're at #sxsw, in which case bring me back a new ipad.",apple,0
1346,"just when you thought &quot;social&quot; couldn't get more overblown at #sxsw, google may be announcing &quot;circles&quot; today: {link}",google,0
1347,google is your friend &quot;salicornia&quot; rt @mention what is the name of the bio diesel plant that grows in salt water? #agchat #sxsw,google,0
1348,and bring your laptop/ipad! rt @mention you should go to/ participate in this today; {link} #sxsw,apple,0
1349,"check out your mom has an ipad: designing for boomers at sxsw.
{link} #sxsw",apple,1
1350,improving your web design using engineering metrics or intuition? google overuse metrics that cannot find the best solution. use both! #sxsw,google,0
1351,z8: first zlf assignment! {link} [codes valid: 8:00-11:59:59a 03/12/11] #infektd #sxsw #zlf,neither,0
1352,"_¼ûä___ü ___¡  _____«_µ... &gt;&gt; @mention google to launch major new social network called circles, possibly today {link} #sxsw",google,1
1353,i _really_ feel bad for the apple employees in austin this friday.  #winning #sxsw #ipad2,apple,0
1354,@mention -  look guys its simple. personal clouds can't exist without you.... unless i wanna pay 50% for a static ip... #ipad2 #ipad  #sxsw,apple,0
1355,@mention - #apple is the classiest fascist company in america. really elegant. #sxsw #rji,apple,0
1356,mint.com - confines of coding for iphone app 'a luxury' didn't have to worry about learning diff phone versions #sxsw #gsdm #sxswmobileapps,apple,1
1357,hey #sxsw- ers rt @mention rt @mention last day to get the #lp austin iphone app for free {link} #travel,apple,0
1358,@mention - false alarm: google circles not coming nowûòand probably not ever? - {link} #google #circles #social #sxsw,google,0
1359,#winning - free #sxsw music sampler on itunes! 22 tracks from &quot;industry favorites &amp; breakout artists&quot; link: {link},apple,1
1360,#awesome - google maps 5.22 at #sxsw.  great job #google.,google,1
1361,@mention - got my copy of #enchantment #ipad #kindle today. so excited. thx for keeping the world enchanted. glad you're at #sxsw again.,apple,1
1362,"sxsw ppl - i didn't see you bargain at the apple booth, why you tryna bargain with the call-girl on backpages?  #sxsw",apple,0
1363,lynn teo - new nav schemas for ipad {link} #sxsw #uxdes,apple,0
1364,overcome - provide social proof. apple white earbuds. (via @mention #sxsw,apple,0
1365,@mention - re: &quot;lack of #sxsw newsworthy announcements&quot;. unless you count google circles. :) #googlecircles,google,1
1366,"@mention - spread the word, our #sxsw festival explorer app is live and free {link}",neither,1
1367,n7: here - time is always against us {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #necro,neither,0
1368,print ------&gt; tablets ------&gt; web : tablets were what we needed to bridge the gap. #touchingstories #sxsw  #ipad,apple,0
1369,@mention --&gt; rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw ... {link},apple,1
1370,@mention -&gt; rt @mention new #ubersocial for #iphone now in the app store includes uberguide to #sxsw (cont) {link},apple,1
1371,hey #sxsw-ers - coming in now. how long is the #apple pop-up store line?,apple,0
1372,apple out-markets all comers at #sxsw {link},apple,1
1373,"&quot;p-a-r-t-y-i-n-g&quot;  rt @mention 
gsd&amp;m and google.....sitting in a tree {link} #sxsw #gsdm",google,0
1374,apple pop-up at #sxsw!? ordinance on the front line! (admission is the first step to recovery) {link},apple,1
1375,apple pop-up shop #sxsw {link},apple,0
1376,apple pop-up shop for #sxsw. how cool is that? {link},apple,1
1377,apple pop-up store has popped up next to my hotel. to ipad 2 or not to ipad 2 - that is the question... #sxsw,apple,0
1378,apple pop-up store in austin for #sxsw {link} by @mention (via @mention &lt;&lt; #brilliant #popupstore #experiential,apple,0
1379,"at google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #sxsw",google,1
1380,"flipboard, a &quot;social magazine&quot; for the ipad teams up with duranduran in flipboard's &quot;live magazine&quot; for an interview during #sxsw",apple,0
1381,"well damn, apple setting up a &quot;pop-up&quot; shop at #sxsw {link}",apple,0
1382,"tristan h, apture: being fast &amp; iterative w your news content means google finds you first. #sxsw #hacknews #drumbeat #mojo",google,0
1383,"hopefully, at&amp;t and verizon will have pop up cell sites to go along with apple's pop up store at #sxsw",apple,0
1384,"may be so, but i still have a few rt @mention new post: business cards are dead: send me your card via hashable at #sxsw {link}",neither,0
1385,"conan doc, cdr radio, android party, npr shindig, general raging. pretty sure i'm doing #sxsw proper. it is a sprint, not a marathon, right?",google,0
1386,"new kicks, clif bars &amp; 3g ipad #sxsw {link}",apple,0
1387,"lost ipad, corrupted iphone, and crazy hotels. good times. #sxsw @mention aus austin-bergstrom {link}",apple,0
1388,"yesterday, i left the house without my phone. then i forgot to charge ipad overnight. #mobilefail #sxsw",apple,0
1389,"next year, i'm going to set up a bootleg sidewalk cart in austin and sell macbook power adapters and iphone cables. oh, and red bull. #sxsw",apple,0
1390,"at midday, iphone at mid-battery. this outlet, blocked by an immobile booth, serves no purpose but to taunt me. #sxsw {link}",apple,0
1391,"wow folks, make sure that iphone ringer is turned all the way up when u have to be up pre-sunrise for a flight. #internalalarmclockftw #sxsw",apple,0
1392,"who knows, maybe @mention will do it! rt @mention  are you going to gary's talk? wish i could be there - iphone me a clip if you go #sxsw",apple,0
1393,"÷¼ no fear, no envy, no meanness, no lies, no hypocrisyû_÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter",neither,0
1394,"i'm sorry, not going to the @mention party at #sxsw. ;) iphone forever!  ;)",apple,1
1395,"sxsw tips, prince, npr videos, toy shopping with zuckerberg.
{link}  #sxsw  #ipad",apple,0
1396,"great job, siva! rt @mention a brief account of my #sxsw talk &quot;be evil&quot; #beevil {link} #ucpress #google",google,0
1397,"booth 313, there is still time for the power challenge. ride the bike. get a bottle, enter to win an ipad. #sxsw #thisiscrazyfun",apple,0
1398,"hey #sxsw, there's some offers out there for ya {link}",neither,0
1399,skore &gt; @mention heard about apple's pop-up store in downtown austin? pics are already on gowalla: {link} #sxsw #ipad2,apple,0
1400,done &amp; done! @mention behind on 100s of emails? give them all 1 line iphone composed replies. #sxsw #protip #in,apple,0
1401,ning &amp; mobile roadie are thrilled to offer the unofficial #sxsw insider's guide for iphone. have fun in austin! {link},apple,1
1402,"this -&gt; rt @mention at google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #sxsw",google,1
1403,neck &amp; shoulders are *killing* me thanks to the 8 hours a day i spend heads-down w/my iphone at #sxsw. where 2 get it fixed in austin?,apple,0
1404,find &amp; start impromptu parties at #sxsw with @mention {link} i can't wait til the android app comes out.,google,1
1405,the &quot;austin guide -lonely planet&quot; is currently free in the #iphone app store #sxsw,apple,0
